Frame,Nose_X,Nose_Y,Nose_Score,LEye_X,LEye_Y,LEye_Score,REye_X,REye_Y,REye_Score,LEar_X,LEar_Y,LEar_Score,REar_X,REar_Y,REar_Score,LShoulder_X,LShoulder_Y,LShoulder_Score,RShoulder_X,RShoulder_Y,RShoulder_Score,LElbow_X,LElbow_Y,LElbow_Score,RElbow_X,RElbow_Y,RElbow_Score,LWrist_X,LWrist_Y,LWrist_Score,RWrist_X,RWrist_Y,RWrist_Score,LHip_X,LHip_Y,LHip_Score,RHip_X,RHip_Y,RHip_Score,LKnee_X,LKnee_Y,LKnee_Score,RKnee_X,RKnee_Y,RKnee_Score,LAnkle_X,LAnkle_Y,LAnkle_Score,RAnkle_X,RAnkle_Y,RAnkle_Score,Head_X,Head_Y,Head_Score,Neck_X,Neck_Y,Neck_Score,Hip_X,Hip_Y,Hip_Score,LBigToe_X,LBigToe_Y,LBigToe_Score,RBigToe_X,RBigToe_Y,RBigToe_Score,LSmallToe_X,LSmallToe_Y,LSmallToe_Score,RSmallToe_X,RSmallToe_Y,RSmallToe_Score,LHeel_X,LHeel_Y,LHeel_Score,RHeel_X,RHeel_Y,RHeel_Score,RKnee,LKnee,RElbow,LElbow,RAnkle,LAnkle,Neck,Hip,TL_X,TL_Y,BR_X,BR_Y
31.0,1049.76,457.4,0.8924,1052.26,454.9,0.93,1049.76,454.9,0.8606,1064.77,457.4,0.9627,1067.27,457.4,0.7667,1072.27,474.91,0.9064,1059.76,477.42,0.9225,1094.78,489.92,0.9737,1049.76,499.93,0.8687,1092.28,514.94,0.9359,1042.25,479.92,0.8824,1067.27,527.45,0.8896,1069.77,529.95,0.9133,1029.74,537.45,0.9129999999999999,1087.28,567.47,0.9627,1042.25,579.98,0.9292,1119.8,594.99,0.9138,1062.26,444.9,0.9062,1064.77,469.91,0.9378,1067.27,527.45,0.9631,1029.74,594.99,0.9151,1122.3,617.5,0.8588,1032.25,594.99,0.9332,1124.8,615.0,0.8935,1047.26,582.48,0.9233,1127.3,594.99,0.9075,24.75,91.46,135.48,62.02,43.42,56.2,3.22,nan,1015.37,420.13,1131.67,612.25
32.0,1019.99,457.23,0.9638,1022.44,454.78,0.9291,1019.99,452.33,0.9021,1034.69,454.78,0.9211,1037.14,454.78,0.7172,1042.04,474.38,0.9087,1029.79,476.83,0.9062,1066.53,489.07,0.9399,1017.54,493.97,0.8946,1061.63,516.01,0.9303,1010.2,476.83,0.8623,1039.59,528.26,0.9271,1037.14,528.26,0.8386,1002.85,545.4,0.8967,1059.18,565.0,0.9115,993.05,587.04,0.8749,1095.92,579.69,0.8891,1029.79,442.54,0.9303,1034.69,467.03,0.9768,1039.59,528.26,0.9298,978.36,594.39,0.8952,1105.72,599.29,0.8942,980.8,594.39,0.8894,1110.61,596.84,0.8102,997.95,591.94,0.9477,1103.27,579.69,0.8358,37.23,51.74,121.26,69.34,41.63,50.19,6.74,nan,975.3,415.84,1096.53,603.94
33.0,991.12,454.49,0.9349,995.88,452.11,0.9049,991.12,452.11,0.934,1005.39,454.49,0.9349,1003.01,454.49,0.6837,1012.52,473.51,0.8992,1000.63,475.89,0.8688,1031.55,492.54,0.9539,991.12,494.92,0.9351,1029.17,516.32,0.9547,974.47,485.4,0.9226,1007.77,528.21,0.8713,1007.77,528.21,0.8603,976.85,554.36,0.9598,1024.41,566.25,0.9573,957.83,594.79,0.9092,1064.84,566.25,0.8664,1003.01,442.6,0.9291,1005.39,466.38,0.9152,1007.77,528.21,0.9435,936.43,594.79,0.8816,1081.48,580.52,0.9255,938.81,597.17,0.9217,1079.1,578.14,0.8564,957.83,601.92,0.9563,1071.97,561.5,0.9254,66.37,24.56,93.18,50.71,40.6,64.8,3.51,nan,936.97,428.57,1066.67,611.2
34.0,960.74,456.71,0.9516,963.17,451.85,0.9756,960.74,454.28,0.9520000000000001,972.87,454.28,0.9106,972.87,454.28,0.8975,982.58,476.12,0.9074,972.87,473.69,0.8829,997.14,500.38,0.9229999999999999,977.73,500.38,0.8963,987.43,522.22,0.9293,960.74,505.24,0.7049,980.15,529.5,0.8493,980.15,529.5,0.8434,955.89,563.47,0.9075,982.58,570.75,1.0179,936.47,599.87,0.9448,1023.83,558.62,0.9712,968.02,442.15,0.9379,975.3,463.99,0.919,980.15,527.08,0.9138,917.06,604.72,0.9286,1040.82,568.33,0.8914,919.49,607.15,0.9601,1038.39,565.9,0.8828,938.9,607.15,0.9277,1028.68,551.34,0.8604,103.02,7.47,84.36,54.93,46.13,47.89,14.04,180.0,908.49,432.68,1029.97,619.04
35.0,930.86,457.67,0.9267,933.34,455.19,0.9207,930.86,455.19,0.9279,943.26,455.19,0.9208,943.26,455.19,0.725,953.18,475.03,0.9056,943.26,477.51,0.8959,955.66,504.79,0.8815,945.74,504.79,0.8496,938.3,524.63,0.7759,930.86,519.67,0.8547,953.18,527.11,0.8736,948.22,527.11,0.8096,935.82,566.8,0.8953,938.3,569.28,0.8182,928.38,611.44,0.9282,975.51,559.36,0.8326,940.78,445.27,0.9057,945.74,467.59,0.9353,953.18,524.63,0.9739,908.54,618.88,0.9189,992.87,571.76,0.8829,913.5,621.36,1.0016,990.39,569.28,0.8314,930.86,616.4,0.9439,980.47,551.92,0.878,118.17,14.17,50.19,45.95,50.47,59.98,5.1,116.57,908.28,440.55,985.68,631.04
36.0,899.75,460.53,0.8887,904.35,455.93,0.9177,902.05,455.93,0.9209999999999999,915.85,460.53,0.8714,915.85,458.23,0.7022,920.45,481.23,0.8749,915.85,478.93,0.8637,913.55,513.42,0.9256,918.15,511.12,0.7384,890.55,518.02,0.9541,911.25,529.52,0.4467,927.35,534.12,0.8665,918.15,531.82,0.7937,915.85,568.62,0.9001,890.55,561.72,0.9429,922.75,612.31,0.8553,925.05,566.32,0.7721,911.25,446.73,0.9077,915.85,472.03,0.9424,925.05,529.52,0.8688,906.65,621.51,0.8607,934.25,575.52,0.6899,908.95,621.51,0.8597,931.95,577.82,0.6408,927.35,619.21,0.9175,934.25,559.42,0.8012,125.11,27.41,24.64,66.6,37.41,69.23,1.21,81.87,883.27,446.96,950.73,623.58
37.0,870.52,462.24,0.9398,875.16,457.59,0.9404,872.84,457.59,0.9428,886.78,459.92,0.9363,889.1,462.24,0.8417,886.78,483.15,0.8878,896.07,480.82,0.8511,877.49,511.02,0.9389,910.01,506.38,0.8079,851.93,504.05,0.9265,905.36,522.64,0.7265,891.42,534.25,0.8488,898.39,534.25,0.7774,854.26,552.84,0.8282,898.39,573.74,0.7514,889.1,573.74,0.7553,921.62,608.59,0.5905,882.13,448.3,0.9339,886.78,471.53,0.9141,896.07,531.93,0.9156,905.36,622.52,0.7402,884.46,596.97,0.7185,910.01,622.52,0.7379,886.78,594.65,0.5446,928.59,613.23,0.6934,893.75,576.07,0.3688,33.69,122.47,44.56,86.82,141.04,40.6,2.56,71.56,843.56,446.21,927.68,624.62
38.0,843.08,460.38,0.9435,847.65,458.1,0.9225,843.08,458.1,0.917,856.78,460.38,0.9152,859.07,460.38,0.8926,856.78,480.93,0.9125,868.2,478.65,0.9008,845.37,503.77,0.9228,884.19,501.48,0.9558,827.1,492.35,0.9019,877.34,519.75,0.8898,859.07,533.46,0.8102,868.2,533.46,0.805,820.25,547.16,0.5534,879.62,569.99,0.9329999999999999,836.23,583.7,0.5988,911.59,601.96,0.6578,852.22,448.96,0.9608,859.07,469.51,0.9736,861.35,533.46,0.9587,827.1,597.4,0.5437,824.81,597.4,0.4125,824.81,597.4,0.5942,911.59,617.95,0.4718,843.08,585.98,0.6566,916.16,604.25,0.6713,27.65,94.19,55.55,95.44,138.01,57.32,16.39,0.0,810.1,446.91,924.02,622.29
39.0,815.01,460.96,0.9706,817.1,456.78,0.9313,815.01,456.78,0.9227,829.64,458.87,0.9236,829.64,460.96,0.9017,825.46,477.67,0.9101,837.99,475.58,0.8834,810.83,500.65,0.8953,854.71,494.39,0.9418,796.21,481.85,0.9128,846.35,515.28,0.8611,831.72,531.99,0.8029,829.64,531.99,0.6681,852.62,569.6,0.8991,794.12,546.62,0.9178,890.23,592.58,0.802,789.94,592.58,0.8571,823.37,448.42,0.8871,827.55,469.32,0.9496,831.72,531.99,0.9259,898.58,613.48,0.8007,773.22,598.85,0.8958,898.58,609.3,0.7875,773.22,596.76,0.9249,896.49,588.41,0.769,794.12,596.76,0.89,62.43,29.52,63.43,109.65,64.25,36.77,7.5,nan,776.25,450.72,893.47,611.18
40.0,784.02,460.43,0.9228,786.16,456.15,0.9362,784.02,456.15,0.8463,798.98,458.29,0.9329,798.98,458.29,1.0115,796.84,475.38,0.9101,811.79,477.52,0.9328,786.16,498.88,0.9648,824.61,496.74,0.9329999999999999,766.93,492.47,0.8814,816.06,515.97,0.9686,798.98,530.92,0.885,807.52,530.92,0.8655,769.07,558.69,0.8577,816.06,569.37,0.8412,754.12,599.28,0.8896,858.79,575.78,0.6248,794.7,445.47,0.9152,798.98,466.84,0.8985,801.11,528.78,0.9476,737.03,601.41,0.8625,873.74,590.73,0.5157,737.03,603.55,0.882,875.88,588.6,0.4337,756.25,605.69,0.9059,867.33,571.51,0.615,68.94,26.9,57.65,83.99,36.47,62.65,9.33,63.43,736.16,439.28,838.29,603.34
41.0,752.28,463.81,0.9254,754.67,459.01,0.9326,752.28,459.01,0.9131,766.66,459.01,0.9092,766.66,461.41,0.8079999999999999,766.66,475.79,0.8888,781.04,478.19,0.8925,761.86,502.16,0.9691,790.63,504.56,0.9762,740.29,514.15,0.93,776.25,518.94,0.7567,771.45,530.93,0.8651,773.85,530.93,0.7657,773.85,576.47,0.8388,747.48,562.09,0.9588,819.4,566.88,0.855,733.1,605.24,0.9043,759.47,447.03,0.9277,769.06,468.6,0.8952,773.85,528.53,0.9011,833.78,576.47,0.8022,713.92,610.03,0.9213,833.78,574.07,0.8233,716.32,607.64,0.9606,821.79,559.69,0.8158,735.5,610.03,0.8737,21.8,98.88,64.98,50.64,57.53,45.58,19.39,135.0,711.93,432.88,814.2,616.98
42.0,722.03,463.24,0.9423,724.62,460.65,0.9343,722.03,460.65,0.9252,734.99,460.65,0.9184,737.58,460.65,0.8214,737.58,478.8,0.9164,745.36,476.21,0.8503,734.99,509.91,0.9466,745.36,507.32,0.7287,722.03,530.65,0.8739,729.81,528.06,0.7642,745.36,530.65,0.9257,745.36,530.65,0.8537,727.21,569.54,0.9701,729.81,569.54,0.8502,722.03,613.61,0.8848,768.7,564.35,0.7123,732.4,450.28,0.9506,737.58,471.02,0.9481,745.36,528.06,0.9292,703.88,621.39,0.8792,781.66,569.54,0.5687,706.47,623.98,0.8946,779.07,569.54,0.6751,724.62,618.8,0.9453,773.88,559.17,0.7159,119.4,18.31,36.87,27.24,29.4,60.09,6.27,180.0,701.82,434.98,770.76,634.09
43.0,695.4,465.45,0.9442,697.87,460.52,0.9725,695.4,460.52,0.9663,710.21,465.45,0.9332,710.21,462.98,1.0291,710.21,482.73,0.9091,717.62,480.26,0.8882,715.15,512.36,0.9625,710.21,509.89,0.9409,710.21,537.05,0.9214,688.0,512.36,0.9434,715.15,537.05,0.8835,722.56,534.58,0.8886,688.0,561.73,0.9252,707.75,574.08,0.7223,717.62,616.04,0.6442,720.09,616.04,0.823,705.28,450.64,0.9457,707.75,475.33,0.9533,720.09,532.11,0.8719,705.28,623.45,0.7974,702.81,625.92,0.8788,707.75,625.92,0.8226,705.28,623.45,0.8048,725.03,620.98,0.7036,727.49,620.98,0.7729,36.95,76.34,69.62,20.77,76.64,87.65,6.55,90.0,674.45,441.01,733.64,630.61
44.0,665.98,466.85,0.9355,670.4,462.43,0.9315,665.98,462.43,0.9454,681.44,466.85,0.9502,679.23,466.85,0.8282,683.65,482.31,0.9364,679.23,484.52,0.8953,696.9,506.6,1.0072,670.4,511.02,0.8578,696.9,533.1,0.9144,652.73,497.77,0.9435,681.44,537.52,0.8687,685.86,539.72,0.8329,646.11,552.97,0.9305,694.69,579.47,0.8705,683.65,575.06,0.8903,716.78,614.81,0.9418,674.82,453.6,0.9479,679.23,475.68,0.9413,683.65,537.52,0.9309,681.44,592.72,0.9608,701.32,623.64,0.9475,683.65,590.51,0.8911,703.53,623.64,0.9251,690.28,575.06,0.8885,723.4,619.22,0.8951,19.48,125.9,108.43,28.61,92.26,66.66,7.22,45.0,626.33,451.61,721.1,621.21
45.0,637.92,465.45,0.8882,642.56,460.81,0.9601,637.92,463.13,0.8749,651.84,465.45,0.9279,651.84,465.45,0.8064,651.84,481.69,0.9666,651.84,484.01,0.8132,672.71,500.24,0.9465,637.92,504.88,0.8229,675.03,528.07,0.9003,626.32,488.64,0.902,654.16,537.35,0.8226,658.8,539.67,0.8589,612.41,544.31,0.9051,677.35,576.78,0.9163,630.96,583.74,0.894,705.18,606.93,0.8898,647.2,453.85,0.9821,649.52,474.73,0.8989,654.16,537.35,0.9256,619.37,597.65,0.8875,700.54,625.49,0.9289,621.69,597.65,0.9332,705.18,623.17,0.9052,635.6,586.06,0.9184,712.14,606.93,0.9177,16.14,105.74,110.77,43.6,56.75,65.01,2.1,nan,605.38,447.13,714.53,625.25
46.0,605.87,464.94,0.8882,610.01,462.87,0.8935,607.94,462.87,0.8652,620.35,464.94,0.899,622.42,464.94,0.7962,628.62,483.55,0.8545,618.28,483.55,0.8806,645.17,500.1,0.9121,605.87,502.17,0.9008,647.24,524.93,0.9259,597.59,479.42,0.9622,624.49,535.27,0.8438,624.49,537.34,0.8193,583.11,547.68,0.7731,649.31,572.5,0.8419,578.98,591.12,0.6176,684.47,595.26,0.6126,616.21,452.52,0.9573,620.35,475.28,0.9225,624.49,535.27,0.8935,562.43,595.26,0.9028,694.82,613.88,0.7419,564.5,597.33,0.8894,692.75,611.81,0.7415,583.11,595.26,0.8705,690.68,591.12,0.7726,21.88,67.86,126.33,40.24,28.04,70.52,6.36,nan,565.46,450.66,685.58,609.53
47.0,574.36,465.27,0.9435,578.73,460.91,0.9074,574.36,460.91,0.9263,589.63,463.09,0.9372,589.63,463.09,0.8127,596.17,480.53,0.914,589.63,482.71,0.8609,613.61,500.16,1.0032,580.91,504.52,0.8732,611.43,528.51,0.9712,565.64,491.44,0.9308,591.81,535.05,0.8827,600.53,537.23,0.8647,556.92,556.85,0.9418,615.8,574.3,0.9692,539.47,598.28,0.9305,657.23,578.66,0.9169,585.27,450.0,0.9357,589.63,473.99,0.9211,596.17,535.05,0.9158,519.85,598.28,0.932,668.13,596.1,0.7509999999999999,522.03,602.64,0.9244,668.13,593.92,0.5778,541.66,604.83,0.9025,663.77,574.3,0.8143,61.61,35.16,108.8,46.03,51.99,67.17,4.19,26.56,514.6,445.86,627.58,613.33
48.0,544.67,465.75,0.9045,547.51,460.93,0.946,544.67,460.93,0.9021,558.28,462.91,0.9227,558.29,461.75,0.883,563.93,481.33,0.9146,561.46,481.32,0.912,577.54,505.71,0.9811,559.42,505.71,0.9181,568.74,530.93,0.8976,531.92,510.52,0.8033,565.57,534.09,0.86,571.59,534.04,0.8937,536.75,562.95,0.9211,573.92,573.75,0.9295,517.48,605.74,0.9625,612.01,569.74,0.8779,553.48,450.13,0.9425,559.13,472.58,0.9515,568.76,532.06,0.9268,495.9,607.75,0.927,631.75,578.75,0.7885,497.9,610.55,0.8764,631.75,576.48,0.6569,518.32,612.53,0.8732,618.3,563.6,0.8466,92.64,20.72,75.28,48.38,30.55,60.43,4.92,67.6,505.2,442.56,583.23,617.17
49.0,512.16,465.8,0.9172,517.41,460.55,0.9429,514.79,460.55,0.9317,527.91,463.17,0.9333,530.53,463.17,0.9677,533.16,481.55,0.9244,538.41,481.55,0.8943,535.78,513.04,0.8966,538.41,513.04,0.8695,517.41,531.41,0.8392,517.41,523.54,0.9233,538.41,534.04,0.8989,541.03,534.04,0.8246,517.41,576.03,0.907,522.66,570.78,0.7119,506.91,615.4,0.9034,569.9,568.16,0.6963,522.66,450.05,0.9103,530.53,471.05,0.9089,538.41,531.41,0.8695,485.92,623.28,0.9733,588.28,578.66,0.4822,488.54,625.9,0.883,585.65,576.03,0.4474,509.54,623.28,0.8959999999999999,572.53,560.28,0.5777,119.74,11.63,63.43,49.76,32.92,54.51,13.12,135.0,487.66,442.44,565.54,644.01
50.0,487.01,467.76,0.9235,489.61,465.17,0.9272,487.01,462.58,0.9363,499.98,467.76,0.9574,499.98,467.76,0.99,499.98,485.92,0.9298,507.76,483.32,0.8841,497.39,519.63,0.9828,502.57,517.03,0.8108,471.45,527.41,0.9784,474.05,524.81,0.6813,510.35,537.78,0.9244,510.35,537.78,0.8324,492.2,574.09,0.8225,487.01,568.9,0.8864,505.17,620.76,0.8754,502.57,615.58,0.6817,494.79,452.2,0.9329999999999999,499.98,478.14,0.9575,510.35,535.19,0.9361,484.42,628.54,0.9389,487.01,625.95,0.5655,487.01,628.54,0.9185,489.61,623.36,0.5574,510.35,625.95,0.9115,507.76,620.76,0.5929,55.3,42.09,66.0,68.9,74.74,84.97,1.01,180.0,463.19,444.68,528.99,643.84
51.0,457.23,468.46,0.9352,459.81,465.88,0.9484,454.66,465.88,0.9491,472.7,468.46,0.9648,470.12,468.46,1.0018,470.12,489.09,0.9402,483.01,486.51,0.8674,454.66,520.02,0.9420000000000001,493.33,512.29,0.917,431.45,512.29,0.9592,488.17,527.76,0.8325,475.28,543.23,0.9647,480.44,543.23,0.8508,480.44,584.47,0.8661,441.76,556.12,0.8203,503.64,617.99,0.9966,472.7,576.74,0.7338,464.97,452.99,0.9078,470.12,478.77,0.958,477.86,540.65,0.9265,485.59,628.3,0.9587,472.7,592.21,0.6045,488.17,630.88,0.8804,470.12,589.63,0.6294,508.79,623.15,0.9279999999999999,477.86,579.32,0.5820000000000001,127.87,27.57,40.24,81.87,56.31,94.95,4.18,90.0,415.49,445.52,517.03,643.51
52.0,424.87,469.06,0.9159,427.22,464.35,0.9096,424.87,464.35,0.8962,439.01,466.7,0.9192,441.36,466.7,0.8504,436.65,490.27,0.9354,455.5,485.56,0.937,420.15,513.84,0.8964,469.64,506.77,1.0335,406.01,494.98,0.9705,462.57,527.98,0.8718,443.72,542.12,0.9208,453.15,539.76,0.8449,408.37,551.54,0.9158,460.22,579.82,0.8325,429.58,586.89,0.8334,490.85,610.46,0.7383,434.29,454.92,0.9464,441.36,476.13,0.956,448.43,539.76,0.9541,486.14,629.31,0.5893,417.8,605.74,0.5235,488.5,629.31,0.5938,420.15,605.74,0.452,436.65,589.25,0.7040000000000001,439.01,591.6,0.2099,34.99,106.03,52.12,108.14,138.69,22.17,12.09,26.57,379.46,452.8,500.91,633.79
53.0,395.97,466.51,0.922,400.25,462.23,0.9117,398.11,462.23,0.8367,410.95,464.37,0.8846,413.09,466.51,0.8139,404.53,485.76,0.9472,425.93,483.62,0.8988,385.27,507.16,0.8719,443.04,502.88,0.9765,376.71,490.04,0.9489,436.62,524.28,0.9284,415.23,539.26,0.8407,419.51,537.12,0.7771,436.62,577.78,0.9672,378.85,552.1,0.8746,470.86,601.31,0.894,378.85,594.89,0.8448,406.67,453.67,0.9336,410.95,475.07,0.9129,417.37,537.12,0.9169,479.42,620.57,0.8297,363.87,603.45,0.9158,479.42,618.43,0.828,363.87,601.31,0.9286,475.14,599.17,0.8584,385.27,601.31,0.8596,69.78,26.44,58.33,111.45,60.26,31.53,5.4,45.0,357.15,451.74,475.44,616.08
54.0,367.32,467.15,0.934,369.44,462.91,0.9208,367.32,462.91,0.9103,380.05,465.03,0.8633,382.17,467.15,0.8404,375.8,482.0,0.9071,397.02,484.13,0.9426,358.83,505.34,0.9505,413.99,503.22,0.8983,346.1,494.73,0.8887,405.51,524.44,0.9505,384.29,537.17,0.843,390.66,537.17,0.787,401.26,577.48,0.8151,352.47,558.38,0.8063,445.82,588.08,0.9065,337.62,602.94,0.6738,375.8,454.42,0.892,382.17,473.52,0.8876,388.53,535.04,0.9366,458.55,602.94,0.8669,318.52,605.06,0.8738,458.55,600.81,0.8039,320.64,605.06,0.8656,452.18,581.72,0.9133,339.74,607.18,0.8811,42.51,53.77,63.43,93.78,65.22,36.01,12.53,71.56,313.94,450.39,439.79,613.33
55.0,334.86,465.13,0.8846,339.33,462.9,0.8998,337.09,462.9,0.8192,348.25,462.9,0.8826,350.48,462.9,0.8226,346.02,480.75,0.8981,366.1,482.98,0.9012,337.09,507.52,0.9654,379.49,507.52,0.993,312.55,514.21,0.997,366.1,525.37,0.9159999999999999,352.71,536.53,0.9394,359.41,536.53,0.8393,363.87,581.15,0.9103,330.4,569.99,0.904,406.26,572.23,0.9435,312.55,610.16,0.8779,343.79,451.74,0.9342,350.48,471.82,0.9197,357.17,534.3,0.9792,424.11,583.38,0.8629,292.47,610.16,0.9269,421.88,581.15,0.8477,294.7,610.16,0.9651,410.72,565.53,0.8955,314.78,614.62,0.872,16.95,87.85,65.48,56.31,66.04,43.89,12.32,71.57,285.36,449.73,391.06,621.09
56.0,304.78,470.81,0.9357,307.29,465.78,0.935,304.78,465.78,0.8824,317.36,465.78,0.888,322.39,465.78,0.9229,314.84,483.39,0.9484,334.96,483.39,0.9358,309.81,513.57,0.9747,345.02,511.05,0.9312,292.2,531.18,0.9502,327.42,523.63,0.924,319.87,536.21,0.9063,332.45,536.21,0.8341,317.36,581.48,0.8832,307.29,576.45,0.8408,360.12,563.87,0.8351,294.72,616.7,0.8393,312.33,455.72,0.9613,319.87,473.33,0.927,327.42,533.69,0.9513,377.72,576.45,0.8854,277.11,621.73,0.8995,377.72,571.42,0.9959,282.14,621.73,0.9049,362.63,558.84,0.8107,299.75,621.73,0.8558,14.65,115.56,74.45,35.54,56.7,57.92,16.07,45.0,272.43,445.91,364.79,639.08
57.0,274.5,468.68,0.9233,277.06,466.12,0.9433,274.5,463.55,0.8878,289.9,466.12,0.9326,292.47,466.12,0.9508,284.76,486.65,0.9273,305.3,486.65,0.929,287.33,514.89,0.9061,307.87,514.89,0.8674,279.63,540.56,1.0055,271.93,522.59,0.8787,289.9,543.13,0.9452,305.3,543.13,0.9023,271.93,576.5,0.7288,287.33,579.07,0.9373,313.0,563.67,0.8504,289.9,622.71,0.9654,284.76,455.85,0.9468,289.9,476.39,0.9204,300.17,540.56,0.903,328.41,579.07,0.9423,271.93,630.41,0.9215,328.41,579.07,0.9912,274.5,627.84,0.8999,318.14,558.53,0.9139,295.03,627.84,0.971,29.93,135.65,83.1,21.89,70.17,62.35,4.95,40.6,257.36,445.84,330.14,642.99
58.0,243.97,471.09,0.9252,246.46,468.6,0.9504,246.46,468.6,0.898,258.94,471.09,0.8984,261.43,471.09,0.9745,258.94,488.56,0.9427,271.41,486.06,0.927,266.42,513.51,0.9436,258.94,513.51,0.866,263.93,538.46,0.951,236.48,506.02,0.9084,261.43,543.45,0.8926,276.4,543.45,0.9168,229.0,563.41,0.8869,276.4,583.37,0.8141,261.43,570.9,1.0249,288.88,620.8,0.9549,256.44,456.12,0.9263,258.94,478.58,0.9044,271.41,540.96,0.8532,266.42,588.36,0.6725,271.41,630.78,0.8931,263.93,580.88,0.6681,273.91,630.78,0.8681,268.92,573.39,0.9255,293.87,625.79,0.9112,18.43,135.4,83.99,22.41,78.69,61.06,4.97,40.6,217.38,451.38,298.01,643.0
59.0,215.11,469.59,0.9281,217.41,464.99,0.9181,215.11,467.29,0.8969,228.9,467.29,0.9335,231.2,467.29,0.9058,233.5,487.98,0.909,226.6,487.98,0.8889,244.99,508.66,0.9855,219.71,508.66,0.8999,247.29,531.65,0.9228,203.62,492.57,0.8636,228.9,543.14,0.9009,238.1,545.44,0.9408,189.83,554.63,0.9226,254.19,582.21,0.9089,219.71,584.51,1.0247,281.77,614.39,0.9569,224.31,455.8,0.9529,228.9,478.78,0.9585,233.5,540.84,0.9558,215.11,605.19,0.9265,272.57,632.77,0.9407,215.11,602.9,0.9437,274.87,630.48,0.8959,226.6,586.81,0.9679,288.66,616.69,0.9433,16.97,118.61,116.57,23.34,67.17,57.53,7.07,71.56,175.49,456.03,293.81,632.54
60.0,183.76,470.04,0.9005,188.17,465.62,0.9374,185.96,465.62,0.8498,199.22,467.83,0.9109999999999999,203.63,470.04,0.8565,203.63,485.5,0.9364,197.01,487.71,0.8934,221.3,503.17,1.0004,188.17,505.38,0.8712,221.3,527.46,0.9234,179.34,483.29,0.9528,201.43,542.93,0.8769,205.84,542.93,0.8796,157.25,553.97,0.9241,230.14,578.27,0.9536,168.29,593.73,0.8791,261.06,604.77,0.7688,197.01,456.78,0.9571,199.22,478.87,0.9557,203.63,540.72,0.9082,152.83,604.77,0.8564,269.9,626.86,0.8269,155.04,606.98,0.9387,272.1,622.44,0.8568,172.71,598.14,0.9,269.9,604.77,0.8888,14.89,91.49,131.63,45.0,27.6,69.99,1.62,90.0,143.13,450.38,270.76,620.01
61.0,154.63,466.43,0.8998,158.89,462.17,0.8986,154.63,464.3,0.878,167.41,466.43,0.9316,169.54,466.43,0.8472,173.8,485.6,0.9505,167.41,485.6,0.9414,190.84,502.64,1.0122,161.02,506.9,0.8274,186.58,528.2,0.9468,146.11,487.73,0.9187,169.54,540.98,0.8717,175.93,543.11,0.8528,131.2,558.03,0.888,197.23,579.33,0.958,120.55,602.76,0.8240000000000001,237.7,589.98,0.9463,165.28,453.65,0.9579,167.41,477.08,0.9222,173.8,540.98,0.9321,99.24,607.02,0.9211,248.35,607.02,0.8791,103.5,609.15,0.9131,250.48,604.89,0.8981,122.68,607.02,0.912,244.09,587.85,0.9728,44.79,52.64,125.43,54.46,43.25,65.3,0.52,45.0,93.14,451.74,252.32,615.32
62.0,122.89,468.62,0.8924,125.08,464.25,0.9038,122.89,464.25,0.9159,138.21,466.44,0.9142,138.21,466.44,0.8779,142.58,486.13,0.8929,142.58,483.94,0.8483,155.71,510.2,0.98,138.21,508.01,0.8691,146.96,534.26,0.9225,116.33,503.63,0.8412,138.21,538.64,0.8949,149.15,540.83,0.8505,107.57,569.27,0.9216,160.09,580.21,0.9257,87.88,608.66,0.9603,197.28,578.02,0.8665,133.83,453.31,0.9299,138.21,475.19,0.8907,142.58,538.64,0.9151,68.19,610.84,0.9247,212.6,588.96,0.8681,70.38,613.03,0.8983,212.6,584.59,0.8535,90.07,615.22,0.9395,203.85,571.46,0.9031,77.84,18.43,91.01,48.59,38.9,57.09,7.36,18.43,75.45,451.34,190.02,619.38
63.0,92.19,469.55,0.9431,94.4,465.14,0.9259999999999999,92.19,465.14,0.9352,103.23,467.35,0.8942,107.65,467.35,0.8745,109.86,485.02,0.9367,116.49,482.81,0.9275,114.28,515.95,0.9555,112.07,513.74,0.7992,96.61,535.83,0.9334,89.98,522.58,0.9711,107.65,540.25,0.9012,118.7,540.25,0.8754,85.56,575.6,0.9305,116.49,584.43,0.8958,70.1,617.57,0.9826,151.84,571.18,0.8587,101.03,456.3,0.9325,107.65,476.18,0.9285,112.07,538.04,0.9538,50.21,619.78,0.9575,169.51,582.23,0.9776,52.42,624.2,0.9335,169.51,577.81,0.9088,74.51,624.2,0.8915,156.26,564.55,0.8340000000000001,113.42,11.78,60.07,49.76,52.56,63.43,14.35,45.0,54.26,452.1,158.84,621.77
64.0,62.19,473.95,0.9255,64.8,468.73,0.9379,62.19,468.73,0.8944,75.22,471.34,0.9445,77.83,471.34,0.9094,77.83,489.59,0.9355,88.26,486.98,0.8944,72.62,526.09,0.9044,90.87,518.27,0.8719,51.76,536.52,0.9384,59.58,533.91,0.7390000000000001,83.05,544.34,0.8971,88.26,541.73,0.8674,64.8,580.83,0.9294,67.4,575.62,0.6855,62.19,625.15,0.9486,106.51,573.01,0.6928,70.01,458.31,0.9709,77.83,479.16,0.961,85.65,539.12,0.9616,41.33,632.97,0.8825,119.54,586.05,0.961,46.55,635.58,0.9432,119.54,583.44,1.0717,67.4,630.37,0.9708,109.11,565.19,0.8789,125.42,23.2,68.2,55.3,48.81,66.08,13.12,108.43,33.05,448.14,120.0,648.36
