Frame,Nose_X,Nose_Y,Nose_Score,LEye_X,LEye_Y,LEye_Score,REye_X,REye_Y,REye_Score,LEar_X,LEar_Y,LEar_Score,REar_X,REar_Y,REar_Score,LShoulder_X,LShoulder_Y,LShoulder_Score,RShoulder_X,RShoulder_Y,RShoulder_Score,LElbow_X,LElbow_Y,LElbow_Score,RElbow_X,RElbow_Y,RElbow_Score,LWrist_X,LWrist_Y,LWrist_Score,RWrist_X,RWrist_Y,RWrist_Score,LHip_X,LHip_Y,LHip_Score,RHip_X,RHip_Y,RHip_Score,LKnee_X,LKnee_Y,LKnee_Score,RKnee_X,RKnee_Y,RKnee_Score,LAnkle_X,LAnkle_Y,LAnkle_Score,RAnkle_X,RAnkle_Y,RAnkle_Score,Head_X,Head_Y,Head_Score,Neck_X,Neck_Y,Neck_Score,Hip_X,Hip_Y,Hip_Score,LBigToe_X,LBigToe_Y,LBigToe_Score,RBigToe_X,RBigToe_Y,RBigToe_Score,LSmallToe_X,LSmallToe_Y,LSmallToe_Score,RSmallToe_X,RSmallToe_Y,RSmallToe_Score,LHeel_X,LHeel_Y,LHeel_Score,RHeel_X,RHeel_Y,RHeel_Score,RKnee,LKnee,RElbow,LElbow,RAnkle,LAnkle,Neck,Hip,TL_X,TL_Y,BR_X,BR_Y,BBOX_SCORE
31,314.63,137.21,0.9611,317.11,134.74,0.9463,313.4,134.74,0.9474,322.05,134.74,0.9731,313.4,135.97,0.6388,329.47,147.1,0.9266,317.11,145.87,0.9583,338.13,160.7,0.9419,320.82,159.47,0.8145,325.76,163.18,0.9257,314.63,164.41,0.9138,328.24,176.78,0.9499,320.82,175.54,0.9469,325.76,200.28,0.9598,315.87,199.04,0.9645,334.42,218.83,0.9216,334.42,206.46,0.9661,317.11,126.08,0.9046,322.05,140.92,0.9582,324.53,175.54,0.9234,329.47,225.01,0.8855,335.66,212.64,0.8289,333.18,225.01,0.8986,334.42,211.41,0.7267,335.66,220.06,0.8979,338.13,203.99,0.8815,80.09,31.03,66.6,111.16,56.89,63.68,14.35,18.43,311.32,128.68,343.92,223.65,0.99
32,312.84,136.42,0.9587,315.35,133.91,0.9521,312.84,133.91,0.9345,321.63,133.91,0.9386,320.38,133.91,0.7674,327.92,146.48,0.9128,317.86,146.48,0.9436,336.72,160.3,0.9665,321.63,160.3,0.8125,324.15,161.56,0.9442,315.35,164.07,0.8617,327.92,176.64,0.926,320.38,176.64,0.9257,330.43,199.26,0.8816,314.09,198.01,0.937,339.23,218.12,0.8869,329.18,213.09,1.0197,316.61,127.63,0.8912,321.63,141.45,0.9735,324.15,175.38,0.9612,334.2,225.66,0.8987,327.92,224.4,0.9792,337.97,226.91,0.8145,325.4,223.14,0.9691,340.49,220.63,0.8179,331.69,214.35,0.7847,61.39,18.68,74.29,116.76,51.34,58.71,15.75,36.87,310.02,127.75,344.56,224.27,0.99
33,313.38,136.21,0.963,314.74,133.5,0.9651,312.03,134.86,0.9529,321.51,133.5,0.9659,320.15,134.86,0.759,328.28,145.69,0.9362,317.44,145.69,0.9256,336.4,159.23,0.9978,321.51,156.52,0.7593,324.21,159.23,0.9524,316.09,160.58,0.8241,328.28,176.83,0.9048,320.15,176.83,0.9118,332.34,198.49,0.9267,313.38,198.49,0.9429,343.17,217.45,0.9528,322.86,217.45,0.8972,316.09,126.74,0.8896,321.51,140.27,0.9805,324.21,175.48,0.9616,339.11,225.57,0.9426,320.15,226.92,0.903,343.17,225.57,0.9461,318.8,225.57,0.9421,345.88,218.8,0.8828,325.57,218.8,0.8697,43.92,19.13,73.69,120.96,42.51,56.31,17.4,36.87,308.35,125.52,349.56,229.5,0.99
34,312.95,134.88,0.9491,315.71,132.12,0.9192,312.95,132.12,0.8951,321.24,132.12,0.9526,319.86,132.12,0.7082,328.14,143.16,0.8987,318.48,144.54,0.9159,337.81,156.97,0.9619,324.0,156.97,0.778,324.0,158.35,0.937,317.1,159.73,0.7618,328.14,174.92,0.8888,319.86,174.92,0.8958,336.43,198.39,0.9677,314.33,197.01,0.9727,347.47,216.34,0.9501,319.86,220.48,0.9411,317.1,126.59,0.8951,321.24,139.02,0.9803,324.0,174.92,0.9253,344.71,227.39,0.9429,311.57,227.39,0.9079,347.47,227.39,0.9334,311.57,226.01,0.9318,350.23,217.72,0.8652,322.62,224.63,0.9736,27.28,12.17,92.16,119.28,63.43,45.64,14.04,0.0,307.89,125.35,352.54,231.39,0.99
35,313.38,133.7,0.9311,314.78,130.89,0.933,311.97,132.29,0.9042,321.8,130.89,0.9255,317.59,132.29,0.672,327.42,142.13,0.9096,317.59,143.53,0.8932,337.26,156.17,0.916,323.21,156.17,0.8411,323.21,157.58,0.9438,317.59,158.98,0.8307,328.83,174.43,0.8926,320.4,174.43,0.8822,335.85,198.31,0.9656,316.19,196.91,0.9932,349.9,213.76,0.9577,314.78,222.19,0.9332,316.19,125.27,0.9049,320.4,137.91,0.9582,324.61,173.03,0.9322,348.49,226.41,0.9236,307.76,227.81,0.855,351.3,225.0,0.9755,306.35,226.41,0.8887,352.71,213.76,0.8892,317.59,226.41,0.9587,7.44,25.88,87.4,119.28,48.16,48.61,11.59,36.87,307.27,124.01,357.41,231.88,1.0
36,313.02,132.69,0.936,314.4,129.92,0.9632,311.64,131.3,0.9434,319.93,129.92,0.9631,317.17,131.3,0.7053,326.85,140.98,0.9184,317.17,142.36,0.884,336.52,154.81,0.9654,322.7,154.81,0.8421,322.7,157.57,0.9534,317.17,158.95,0.8401,328.23,174.16,0.8934,319.93,174.16,0.8914,335.14,197.66,0.9622,315.79,197.66,0.9996,351.73,210.11,0.9866,314.4,222.55,0.9255,315.79,124.39,0.9134,319.93,136.83,0.9624,324.08,172.78,0.9211,351.73,223.93,0.8639,304.73,225.31,0.8754,353.11,221.16,0.946,304.73,225.31,0.8988,354.49,210.11,0.9256,317.17,226.69,0.8778,6.83,36.74,77.09,113.68,70.87,53.13,11.85,36.87,304.37,124.53,358.99,230.7,1.0
37,310.67,132.23,0.9083,313.44,130.84,0.9416,310.67,130.84,0.906,320.38,130.84,0.9102,317.6,132.23,0.7233,327.31,141.94,0.9373,316.22,143.33,0.8773,337.02,154.42,0.9628,321.77,155.81,0.8648,323.15,158.59,0.9461,316.22,159.97,0.8355,327.31,175.23,0.909,318.99,175.23,0.8542,332.86,200.2,0.9399,316.22,198.81,0.9778,352.28,208.52,0.9985,313.44,223.78,0.9309,314.83,123.91,0.9106,318.99,137.78,0.954,323.15,173.84,0.9358,353.67,221.01,0.9378,305.12,226.55,0.912,356.44,218.23,0.9702,305.12,226.55,0.9353,353.67,207.14,0.9338,316.22,227.94,0.9381,0.37,54.27,77.09,111.18,65.22,60.46,10.12,36.87,303.77,124.05,360.57,230.58,1.0
38,310.35,133.25,0.9352,313.08,130.52,0.9348,310.35,131.88,0.9286,318.54,131.88,0.9406,317.18,131.88,0.7599,325.37,141.44,0.9426,314.45,144.17,0.8778,337.65,155.09,0.935,319.91,156.45,0.873,324.0,159.18,0.9528,314.45,160.55,0.8586,326.73,175.56,0.9171,318.54,176.92,0.8931,330.83,201.49,0.9463,315.81,200.13,0.9567,351.3,206.95,0.9443,315.81,224.7,0.9197,314.45,125.06,0.9086,318.54,138.71,0.9556,322.64,175.56,0.9671,354.03,217.87,0.9799,306.26,231.52,0.9301,356.76,216.51,0.9372,306.26,230.16,0.9647,352.66,205.59,0.8727,318.54,228.79,0.9371,6.71,66.1,77.09,115.29,54.46,61.03,10.36,18.43,305.37,125.2,360.38,230.02,1.0
39,310.23,134.5,0.9187,311.56,131.83,0.9389,308.89,131.83,0.9237,318.25,131.83,0.9276,315.57,133.17,0.7243,324.94,142.53,0.9473,314.24,145.2,0.9002,336.97,155.9,0.9443,316.91,157.23,0.8741,324.94,159.91,0.9577,314.24,162.58,0.8956,327.61,175.95,0.9294,318.25,177.29,0.901,330.28,201.36,0.998,315.57,200.02,0.9476,349.0,206.71,0.9194,316.91,225.43,0.9309,312.9,126.48,0.8921,318.25,138.51,0.9469,322.26,175.95,0.9574,354.35,217.41,0.9956,308.89,230.78,0.9152,355.69,214.73,0.9717,308.89,230.78,0.9016,351.68,205.37,0.8322,319.59,229.44,0.9119,9.72,68.05,39.09,113.55,59.32,47.49,17.85,18.43,304.92,126.61,359.66,229.31,1.0
40,309.64,134.58,0.9643,310.94,131.99,0.9543,308.35,131.99,0.9377,317.43,133.29,0.9474,316.13,134.58,0.7034,325.22,143.67,0.9614,313.54,144.96,0.9117,338.2,155.35,0.9141,317.43,157.94,0.862,325.22,160.54,0.9408,312.24,164.43,0.8439,326.52,177.41,0.9403,318.73,177.41,0.9106,329.11,202.07,0.9452,314.84,199.47,0.9049,348.58,207.26,0.886,318.73,225.43,0.9538,312.24,126.8,0.9034,317.43,139.77,0.9748,322.62,176.11,0.9627,353.77,216.34,0.9932,310.94,230.62,0.9042,355.07,213.75,0.9583,310.94,230.62,0.9301,351.17,204.66,0.8177,322.62,228.02,0.9262,18.54,69.06,55.36,116.21,64.84,45.32,13.67,36.87,305.58,128.22,359.14,227.89,1.0
41,308.61,134.67,0.9347,311.18,132.1,0.9134,308.61,133.39,0.9232,316.32,133.39,0.9589,315.04,134.67,0.7269,325.31,143.67,0.9686,313.75,146.24,0.9076,339.45,156.52,0.9136,318.89,159.08,0.8475,326.6,161.65,0.9354,312.47,165.51,0.9031,326.6,177.07,0.942,318.89,177.07,0.905,327.88,202.77,0.9672,315.04,200.2,0.9166,347.16,206.62,0.8757,320.17,224.61,0.933,312.47,126.96,0.9197,317.6,139.81,0.974,322.74,175.79,0.9756,352.3,216.9,0.9697,313.75,231.03,0.8868,354.86,214.33,0.9496,313.75,229.75,0.8861,348.44,204.05,0.8458,324.03,227.18,0.9385,21.35,75.83,66.8,115.92,56.89,52.13,13.67,36.87,305.55,128.38,359.21,227.05,1.0
42,308.64,135.38,0.9574,311.17,132.85,0.9317,308.64,132.85,0.9253,316.25,134.12,0.9419,314.98,134.12,0.7442,325.13,144.27,0.9579,313.71,145.53,0.9319,339.09,155.69,0.9745,318.79,159.49,0.8414,326.4,162.03,0.9454,313.71,165.84,0.8776,326.4,177.26,0.9405,318.79,177.26,0.9052,326.4,202.63,0.9359,316.25,201.36,0.9683,346.7,207.71,0.8543,322.59,224.2,0.9374,312.44,126.5,0.9014,317.52,140.46,0.9758,322.59,175.99,0.9585,351.78,216.59,0.9115,317.52,230.55,0.888,354.31,214.05,0.8975,317.52,230.55,0.9058,347.97,205.17,0.8704,327.67,226.74,0.9358,21.53,75.96,58.64,114.15,54.18,46.22,11.85,36.87,306.09,129.17,358.13,226.61,1.0
43,308.73,135.12,0.9452,311.29,132.56,0.9522,308.73,132.56,0.9318,317.71,133.84,0.9079,316.43,135.12,0.7895,324.13,144.11,0.9333,313.86,145.39,0.8995,339.53,154.38,0.9742,318.99,159.51,0.8413,327.98,163.36,0.9413,312.58,165.93,0.9351,326.7,178.77,0.9281,318.99,178.77,0.9093,325.41,203.16,0.9359,316.43,201.87,0.9467,344.67,207.01,0.8557,325.41,223.7,0.9044,312.58,126.14,0.9223,317.71,140.26,0.9619,322.85,177.48,0.9287,349.8,217.28,0.9018,318.99,230.11,0.8107,352.37,215.99,0.916,318.99,228.83,0.8449,347.24,205.72,0.9014,329.26,226.26,0.9404,28.72,81.7,64.98,108.43,67.38,52.12,12.13,36.87,305.63,128.83,356.75,227.42,1.0
44,308.32,135.36,0.9561,310.89,132.79,0.9451,308.32,132.79,0.9396,317.3,132.79,0.9208,316.01,134.07,0.8394,324.99,145.61,0.8943,314.73,146.89,0.8864,340.37,154.58,0.9919,318.58,159.71,0.892,328.83,163.56,0.9209,312.17,166.12,0.9622,326.27,178.94,0.9348,318.58,178.94,0.9193,323.7,203.3,0.934,317.3,202.01,0.9209,344.21,208.42,0.8757,327.55,223.81,0.9368,312.17,126.38,0.8863,317.3,140.48,0.9724,322.42,177.66,0.9188,348.06,218.68,0.9086,321.14,230.22,0.7993,350.62,217.4,0.943,321.14,228.93,0.8568,346.78,207.14,0.9213,331.4,226.37,0.9274,28.38,81.97,61.7,111.87,70.2,55.41,12.13,36.87,305.93,129.07,353.02,227.52,1.0
45,307.72,135.11,0.9525,310.28,132.54,0.9592,307.72,132.54,0.9361,316.7,132.54,0.9308,315.42,133.83,0.8258,325.68,144.1,0.8857,314.13,146.66,0.8565,341.09,154.36,0.9666,319.27,160.78,0.8919,328.25,163.35,0.9435,311.57,165.91,0.9469,326.97,177.47,0.9275,319.27,177.47,0.9216,323.12,203.14,0.9204,317.98,203.14,0.9409,342.37,208.27,0.8918,328.25,223.67,0.9695,312.85,126.13,0.8826,316.7,140.24,0.9532,323.12,176.18,0.9333,346.22,219.82,0.9214,323.12,230.09,0.7948,348.79,217.25,0.9029,321.83,228.8,0.8139,344.94,206.99,0.8936,332.1,226.24,0.945,29.43,83.6,76.29,111.32,65.22,56.63,5.13,36.87,305.95,128.82,351.84,227.39,0.99
46,308.86,134.81,0.9302,310.15,132.22,0.9461,308.86,133.51,0.9227,316.64,133.51,0.9275,315.34,133.51,0.8053,325.72,143.89,0.9017,314.04,146.48,0.8641,341.28,154.27,0.9717,317.94,160.75,0.885,329.61,163.34,0.94,311.45,165.94,0.9249,327.01,177.61,0.8962,320.53,177.61,0.9053,323.12,202.25,0.9127,320.53,203.55,0.9058,342.58,210.03,0.9094,329.61,224.3,0.9302,312.75,125.73,0.9059,317.94,140.0,0.9505,323.12,176.31,0.9624,345.17,221.71,0.8972,323.12,230.78,0.8145,347.76,219.11,0.8553,323.12,229.49,0.795,345.17,207.44,0.8916,333.5,226.89,0.9363,23.63,77.17,66.6,108.43,68.63,55.67,11.85,45.0,306.5,128.46,351.42,228.06,0.99
47,308.18,135.52,0.9049,310.81,132.89,0.9406,308.18,132.89,0.9223,317.39,132.89,0.9581,316.07,134.21,0.7684,325.28,144.73,0.9134,314.76,146.04,0.8814,341.06,153.93,0.9698,318.7,160.51,0.909,329.22,163.14,0.9317,312.13,165.77,0.9502,326.59,177.6,0.8969,320.02,177.6,0.9631,321.33,202.58,0.9163,320.02,203.9,0.9469,341.06,210.47,0.9039,330.54,223.62,0.9331,313.44,126.32,0.9111,317.39,139.47,0.9588,323.96,176.29,0.9478,343.69,222.31,0.9054,322.65,231.51,0.8429,346.32,219.68,0.8867,323.96,230.19,0.8194,343.69,210.47,0.9009,334.48,227.56,0.9348,28.07,80.09,66.6,111.87,73.07,55.67,6.57,45.0,306.11,127.77,351.02,228.75,0.99
48,309.37,135.53,0.9239,312.09,132.81,0.9586,309.37,132.81,0.9085,317.53,132.81,0.9465,317.53,132.81,0.7599,325.69,143.69,0.8976,314.81,146.41,0.8699,342.01,153.21,0.9498,318.89,161.37,0.8554,331.13,162.73,0.9485,310.73,165.45,0.9813,328.41,176.33,0.9197,320.25,177.69,0.9216,321.61,202.17,0.9429,321.61,202.17,0.92,340.65,211.69,0.8918,332.49,223.93,0.9238,313.45,126.01,0.8951,317.53,139.61,0.9589,324.33,176.33,0.9533,343.37,223.93,0.8361,322.97,230.73,0.9098,344.73,222.57,0.887,322.97,230.73,0.8743,343.37,210.33,0.8819,336.57,228.01,0.8969,23.39,78.18,78.69,108.56,81.03,50.91,6.21,18.44,305.58,126.15,349.89,230.59,0.98
49,309.74,134.37,0.9342,312.45,133.01,0.9295,309.74,133.01,0.8972,319.22,133.01,0.9756,317.87,133.01,0.825,327.36,143.86,0.9328,315.16,146.57,0.8764,342.27,153.35,0.924,320.58,161.48,0.7706,331.42,161.48,0.9486,312.45,164.19,0.9924,328.71,176.39,0.9083,320.58,177.74,0.9295,320.58,202.14,0.9225,323.29,202.14,0.9067,339.56,211.63,0.885,334.14,223.83,0.8682,313.8,126.24,0.8771,317.87,139.79,0.9745,324.65,176.39,0.9727,340.91,225.19,0.839,324.65,230.61,0.7762,343.62,223.83,0.9031,326.0,230.61,0.7344,342.27,210.28,0.9249,336.85,227.9,0.8488,20.22,80.96,91.55,110.66,81.03,57.72,6.21,18.44,304.98,126.37,348.38,230.47,0.97
50,310.76,134.99,0.9521,312.14,132.23,0.9427,309.39,133.61,0.9166,319.03,133.61,0.9519,317.65,132.23,0.7259,327.3,143.25,0.9348,314.9,146.01,0.8728,342.45,152.9,0.9281,320.41,161.16,0.7379,331.43,161.16,0.927,312.14,163.92,0.996,328.67,176.32,0.9028,320.41,177.69,0.9004,320.41,201.11,0.9131,323.16,202.49,0.8827,338.32,212.14,0.9071,334.18,224.53,0.8758,313.52,125.35,0.9131,319.03,140.5,0.9805,324.54,176.32,0.9619,339.69,225.91,0.8457,325.92,231.42,0.7875,342.45,224.53,0.8993,325.92,230.04,0.7589,342.45,210.76,0.8695,336.94,228.67,0.8895,20.22,76.83,91.55,110.66,76.76,52.68,11.24,18.43,304.72,125.48,348.5,231.28,0.98
51,309.87,135.1,0.9408,312.58,132.39,0.943,309.87,132.39,0.9125,319.35,132.39,0.9683,316.64,132.39,0.7348,327.48,143.23,0.9353,313.93,145.94,0.8825,342.39,152.71,0.9338,319.35,159.49,0.7374,331.55,160.85,0.9612,312.58,163.56,0.9882,328.84,175.75,0.8904,320.71,177.11,0.9173,319.35,201.5,0.8937,324.77,201.5,0.9301,338.33,213.7,0.9016,334.26,224.54,0.8565,313.93,125.61,0.9003,318.0,139.16,0.9727,324.77,175.75,0.9589,339.68,225.89,0.8643,327.48,231.31,0.7033,342.39,224.54,0.8671,327.48,229.96,0.6895,341.04,212.34,0.8351,336.97,228.6,0.8622,12.92,77.49,80.84,110.66,67.38,50.92,6.21,18.44,304.64,125.75,348.97,229.82,0.97
52,311.16,134.68,0.9465,312.54,131.93,0.9453,309.79,131.93,0.9159,319.39,131.93,0.9488,316.65,131.93,0.7152,327.63,142.91,0.9384,313.91,145.65,0.8818,342.72,152.51,0.9401,318.02,159.37,0.7405,331.74,160.74,0.9626,312.54,163.49,0.9834,329.0,177.2,0.8935,320.77,177.2,0.9181,319.39,201.9,0.8857,324.88,201.9,0.9151,337.23,214.25,0.8379,334.49,221.11,0.7208,313.91,125.07,0.9021,318.02,140.16,0.9763,324.88,175.83,0.9534,338.6,227.96,0.9077,330.37,230.71,0.6516,339.97,226.59,0.9342,331.74,229.34,0.6301,339.97,212.87,0.9331,334.49,225.22,0.5921,17.1,76.56,69.83,110.66,49.76,49.59,4.37,36.87,305.15,125.21,348.73,230.57,0.97
53,309.85,134.65,0.9404,312.58,131.92,0.9429,309.85,131.92,0.9189,319.41,131.92,0.9695,316.68,131.92,0.7558,327.61,142.85,0.9399,313.95,145.58,0.8976,342.63,151.04,0.9467,319.41,159.24,0.7385,331.7,160.6,0.9691,312.58,163.33,1.0086,328.97,176.99,0.9145,320.78,176.99,0.9182,319.41,201.58,0.8856,324.87,201.58,0.9083,337.17,216.6,0.8291,335.8,220.7,0.7535,313.95,125.09,0.8916,319.41,138.75,0.9714,324.87,175.63,0.9349,335.8,228.89,0.9143,328.97,228.89,0.7102,338.53,228.89,0.9476,328.97,228.89,0.6646,341.26,215.23,0.8596,335.8,224.79,0.5974,20.28,71.01,80.84,110.2,69.55,56.1,13.37,36.87,305.2,125.23,348.64,230.12,0.96
54,311.26,133.86,0.9456,312.61,131.15,0.9557,309.9,132.5,0.9258,319.39,131.15,0.9718,316.68,132.5,0.7396,327.53,142.0,0.9316,313.97,146.07,0.8986,343.81,151.49,0.9668,319.39,158.27,0.7409,331.6,159.63,0.9668,312.61,162.34,0.965,328.89,175.91,0.9121,322.11,177.26,0.896,319.39,200.32,0.8858,324.82,201.68,0.8866,337.03,216.6,0.8535,335.67,219.31,0.7589,313.97,124.37,0.906,319.39,139.29,0.9421,324.82,175.91,0.9431,335.67,228.81,0.9241,331.6,228.81,0.7303,338.38,228.81,0.9417,331.6,228.81,0.7091,341.1,216.6,0.8875,337.03,222.02,0.5665,25.27,68.54,83.0,116.05,54.81,53.63,11.56,26.57,305.34,125.86,348.37,230.03,0.97
55,311.08,133.73,0.954,312.48,130.93,0.9496,309.68,130.93,0.9246,319.48,132.33,0.9505,318.08,130.93,0.7446,327.88,142.13,0.9265,315.28,144.93,0.8925,343.28,151.93,0.9503,319.48,158.93,0.7189,332.08,158.93,0.97,312.48,161.73,0.977,329.28,177.14,0.8956,322.28,177.14,0.9163,319.48,200.94,0.9422,325.08,200.94,0.8856,336.28,214.95,0.8344,336.28,219.15,0.789,313.88,123.92,0.8877,319.48,139.33,0.9805,325.08,175.74,0.9407,334.88,228.95,0.9255,332.08,228.95,0.8116,339.08,227.55,0.9996,332.08,227.55,0.8085,340.48,214.95,0.8723,337.68,220.55,0.614,24.9,72.57,84.9,115.52,54.81,55.9,11.24,45.0,305.74,124.06,348.62,231.61,0.98
56,309.61,134.13,0.9376,312.45,131.29,0.948,309.61,131.29,0.9468,319.55,131.29,0.9703,318.13,131.29,0.7879,328.07,142.65,0.9299,315.29,144.07,0.8838,343.69,151.17,0.9519,320.97,158.27,0.7235,332.33,159.69,0.9598,312.45,162.53,0.9983,328.07,176.73,0.9022,320.97,176.73,0.9135,318.13,200.88,0.9429,325.23,200.88,0.8958,335.17,216.5,0.8047,336.59,217.92,0.7788,313.87,124.19,0.9005,319.55,138.39,0.9754,325.23,175.31,0.9406,332.33,229.28,0.9054,330.91,227.86,0.8265,336.59,229.28,0.911,329.49,226.44,0.7872,340.85,217.92,0.8178,339.43,219.34,0.6747,23.68,69.87,85.24,114.52,63.43,60.02,13.06,45.0,305.75,122.91,348.97,231.97,0.98
57,309.85,132.56,0.9378,312.7,131.13,0.9302,309.85,131.13,0.9452,319.83,131.13,0.9667,318.4,131.13,0.7608,326.95,142.53,0.9359,315.55,143.96,0.8651,344.05,151.08,0.9466,321.25,158.2,0.7061,332.65,158.2,0.9646,312.7,161.05,0.9619,328.38,176.73,0.9413,322.68,178.15,0.915,318.4,200.95,0.9069,326.95,200.95,0.9549,335.5,216.62,0.854,336.92,219.47,0.8185,314.13,124.01,0.9129,319.83,138.26,0.9782,325.53,176.73,0.9357,331.23,229.44,0.8925,329.8,229.44,0.8994,334.07,229.44,0.9002,329.8,228.02,0.8412,339.77,218.04,0.8805,341.2,223.74,0.7647,17.68,69.87,93.37,121.43,63.84,65.92,13.37,26.56,306.22,122.73,349.11,232.15,0.99
58,309.8,133.3,0.9448,312.7,130.41,0.9458,309.8,130.41,0.9588,319.93,130.41,0.9724,318.49,130.41,0.7628,327.17,141.99,0.9353,315.59,144.88,0.8741,344.54,150.67,0.9381,319.93,157.91,0.7339,332.96,157.91,0.9568,312.7,160.8,0.9497,328.62,176.72,0.9375,324.28,178.17,0.8869,317.04,199.88,0.9132,328.62,201.32,0.9777,332.96,217.24,0.8853,338.75,223.03,0.8309,314.15,123.17,0.9018,318.49,137.64,0.9674,325.72,176.72,0.9291,330.07,230.27,0.8389,330.07,231.71,0.882,332.96,230.27,0.852,330.07,230.27,0.8788,337.3,217.24,0.9114,343.09,225.92,0.8476,14.4,69.08,86.63,121.43,70.02,55.04,6.21,45.0,306.26,121.87,349.53,233.02,0.99
59,309.91,131.93,0.9452,312.81,129.04,0.9275,309.91,130.49,0.9308,320.04,130.49,0.9699,318.59,129.04,0.7771,327.27,142.06,0.9458,315.7,144.95,0.8748,344.63,150.74,0.9348,321.48,159.41,0.7106,333.06,157.97,0.9719,312.81,160.86,0.9412,327.27,178.22,0.9609,322.93,178.22,0.894,317.15,199.91,0.9277,328.72,201.36,0.9689,333.06,217.27,0.8772,338.84,220.16,0.8162,314.25,121.81,0.8946,318.59,137.72,0.9882,325.82,176.77,0.9516,328.72,230.29,0.8136,331.61,231.73,0.8057,331.61,228.84,0.8374,331.61,230.29,0.818,337.39,218.71,0.9923,343.18,223.05,0.8088,14.26,67.53,102.34,121.43,60.31,60.95,4.76,71.57,305.97,121.95,350.01,233.03,0.99
60,309.96,132.43,0.9674,312.91,129.49,0.9637,309.96,130.96,0.9655,320.26,130.96,0.9718,318.79,130.96,0.7931,327.62,141.26,0.9552,314.38,145.67,0.8836,343.8,150.08,0.9399,318.79,158.91,0.8116,333.5,157.44,0.9647,312.91,161.85,0.9228,327.62,176.57,0.9578,323.2,178.04,0.9079,317.32,198.63,0.9079,329.09,201.58,0.9657,332.03,217.76,0.9077,340.86,220.7,0.8553,314.38,122.13,0.9012,318.79,138.32,0.9757,324.68,176.57,0.958,327.62,229.53,0.7924,332.03,231.0,0.8073,330.56,229.53,0.8249,332.03,229.53,0.7967,337.92,219.23,0.9279,343.8,222.17,0.8566,17.57,62.59,81.87,115.85,72.21,58.12,6.51,45.0,306.09,120.81,350.61,233.8,0.99
61,311.03,132.05,0.9764,312.51,130.56,0.9738,309.54,130.56,0.9799,319.96,130.56,0.9678,318.47,132.05,0.7982,327.41,140.99,0.9581,315.49,145.46,0.8872,345.29,149.92,0.9208,318.47,158.86,0.8513,333.37,157.37,0.9797,312.51,160.35,0.9292,327.41,176.74,0.9487,322.94,178.23,0.9119,316.98,197.59,0.927,328.9,200.57,0.9124,331.88,218.45,0.9268,340.82,219.94,0.9128,315.49,123.11,0.8895,319.96,138.01,0.9821,324.43,176.74,0.9407,325.92,230.36,0.7742,331.88,230.36,0.7883,328.9,230.36,0.8263,333.37,228.87,0.7753,336.35,221.43,0.8768,343.8,222.92,0.8848,16.68,62.1,88.49,121.43,72.21,62.1,10.12,45.0,305.76,120.28,350.55,234.68,0.99
62,311.14,132.45,0.9673,312.63,129.48,0.9748,309.66,129.48,0.9693,320.06,129.48,0.9753,318.57,129.48,0.8111,327.49,141.37,0.9526,315.6,145.83,0.8839,345.32,148.8,0.917,318.57,159.2,0.8433,333.43,157.71,0.9781,311.14,160.68,0.9259,327.49,177.03,0.9269,323.03,177.03,0.9157,317.09,197.83,0.9358,328.97,199.32,0.9079,330.46,218.64,0.9471,340.86,220.12,0.913,315.6,122.05,0.9037,320.06,136.91,0.9615,324.52,175.54,0.9482,324.52,230.52,0.7977,331.94,230.52,0.7871,327.49,230.52,0.843,333.43,229.04,0.7764,334.92,221.61,0.9239,345.32,223.09,0.8853,14.81,59.3,91.22,120.51,70.35,59.3,10.12,71.57,305.85,120.71,350.61,234.83,0.99
63,310.97,131.42,0.9644,312.48,129.92,0.9704,309.47,129.92,0.9723,320.01,129.92,0.9519,317.0,129.92,0.743,327.54,140.46,0.9623,313.99,144.98,0.8828,344.11,149.5,0.9382,318.5,158.54,0.856,333.57,157.03,0.9725,310.97,160.04,0.9213,327.54,176.61,0.9157,323.02,176.61,0.9239,317.0,197.7,0.9517,330.55,199.2,0.9036,330.55,218.78,0.9161,341.1,220.29,0.939,315.49,122.39,0.8912,318.5,137.45,0.9772,324.53,175.1,0.9443,323.02,229.33,0.7967,332.06,230.83,0.7451,326.04,230.83,0.837,332.06,229.33,0.7737,335.07,223.3,0.873,344.11,223.3,0.9016,8.13,59.3,97.13,115.85,67.17,68.27,2.22,71.57,305.36,119.53,351.23,235.2,0.99
64,310.98,131.15,0.9594,314.01,129.63,0.9679,310.98,129.63,0.9646,320.06,129.63,0.9502,315.52,129.63,0.7127,327.63,140.23,0.9628,314.01,144.77,0.892,344.29,149.32,0.9566,317.03,158.4,0.8568,333.69,156.89,0.9579,310.98,159.91,0.9354,327.63,175.06,0.9104,323.09,176.57,0.9307,315.52,197.77,0.9431,330.66,199.28,0.911,329.15,218.96,0.9075,342.77,220.48,0.9642,315.52,122.06,0.883,318.55,137.2,0.9698,324.6,175.06,0.946,323.09,229.56,0.8387,335.2,229.56,0.7385,326.12,229.56,0.8531,335.2,228.05,0.7861,333.69,221.99,0.8402,345.8,223.51,0.8894,11.31,60.81,88.49,115.85,69.55,62.48,2.22,45.0,305.44,119.19,351.34,235.47,0.99
